Area,Rainfall,Temperature,Humidity,Fertilizer,Pesticide,Year,Yield,Crop_Cotton,Crop_Groundnut,Crop_Maize,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Type_Clay,Soil_Type_Loamy,Soil_Type_Red,Soil_Type_Sandy
3.22,954.0,20.3,59.4,75.8,24.3,2017,1.82,False,False,False,False,True,False,False,False,False,True,False
13.07,1386.1,28.3,90.0,83.4,18.8,2017,1.73,False,False,False,False,False,False,False,False,False,True,False
17.44,1735.0,25.8,49.8,290.6,31.3,2022,4.97,False,False,False,True,False,False,False,False,False,False,False
14.01,1011.1,31.4,64.4,187.0,48.2,2018,2.67,False,True,False,False,False,False,False,False,True,False,False
4.2,1067.4,29.9,78.3,172.8,35.2,2019,2.15,False,False,False,False,True,False,False,False,False,True,False
11.3,1471.7,30.2,62.1,297.3,7.9,2025,8.91,False,False,False,False,False,True,False,True,False,False,False
9.54,920.6,31.1,62.0,241.7,15.7,2024,4.87,False,False,False,True,False,False,False,False,True,False,False
17.36,1273.9,24.9,70.8,251.5,48.7,2024,9.02,False,False,False,False,False,True,False,True,False,False,False
7.15,1400.5,22.6,53.4,296.2,41.4,2016,4.46,False,False,True,False,False,False,False,False,False,True,False
19.29,1510.7,32.7,89.6,222.4,9.7,2017,4.05,False,False,True,False,False,False,False,True,False,False,False
10.3,1229.5,22.3,60.7,59.6,48.1,2016,1.86,False,True,False,False,False,False,False,False,False,False,False
10.8,825.6,33.0,58.5,125.1,2.1,2016,2.36,False,True,False,False,False,False,False,False,False,False,False
17.15,1524.2,24.4,88.4,168.6,20.7,2019,7.74,False,False,False,False,False,True,False,True,False,False,False
11.4,626.3,31.6,79.4,51.9,38.3,2022,7.55,False,False,False,False,False,True,False,False,True,False,False
9.38,450.9,33.3,50.1,269.4,19.5,2019,4.37,False,False,True,False,False,False,False,True,False,False,False
13.44,788.0,23.9,85.2,53.5,38.3,2018,3.01,False,False,False,False,False,False,True,True,False,False,False
1.02,1093.7,20.1,51.3,42.4,42.3,2016,3.17,False,False,False,False,False,False,True,False,False,False,False
14.19,1094.9,21.7,44.5,66.8,23.3,2019,2.49,False,True,False,False,False,False,False,False,True,False,False
13.19,1364.1,19.1,68.2,209.0,27.5,2018,4.22,False,False,True,False,False,False,False,False,False,True,False
18.48,1281.7,25.1,50.9,76.4,9.1,2021,3.73,False,False,True,False,False,False,False,False,True,False,False
5.71,1320.2,22.0,70.0,114.1,56.6,2015,3.75,False,False,True,False,False,False,False,False,False,True,False
4.9,1269.4,21.0,59.6,243.8,48.0,2018,2.25,False,False,False,False,True,False,False,False,True,False,False
13.12,545.9,32.2,40.6,282.8,9.7,2024,2.05,False,False,False,False,False,False,False,False,False,False,True
7.94,1372.0,30.2,87.7,44.3,5.9,2019,2.22,False,True,False,False,False,False,False,False,True,False,False
10.63,1298.6,26.0,60.8,61.4,33.1,2024,2.62,False,True,False,False,False,False,False,False,False,False,False
6.27,868.4,26.2,50.2,179.5,24.7,2025,4.3,False,False,True,False,False,False,False,True,False,False,False
6.89,1040.6,33.3,51.9,62.4,27.2,2022,2.85,False,False,False,False,False,False,True,True,False,False,False
6.88,1451.3,29.9,46.0,222.4,11.5,2020,4.13,False,False,False,True,False,False,False,True,False,False,False
4.17,621.4,30.5,53.4,240.6,3.7,2021,2.26,False,False,False,False,True,False,False,False,True,False,False
10.95,805.0,33.6,71.4,158.4,22.9,2022,2.13,False,False,False,False,True,False,False,False,False,False,False
5.85,588.9,27.2,76.1,232.6,2.1,2015,4.29,False,False,True,False,False,False,False,True,False,False,False
1.87,941.4,32.7,48.9,183.7,55.0,2025,2.3,True,False,False,False,False,False,False,False,True,False,False
18.4,881.9,31.2,68.6,170.5,54.3,2017,2.69,False,True,False,False,False,False,False,False,True,False,False
16.28,1774.9,33.3,43.4,265.2,46.9,2019,2.27,True,False,False,False,False,False,False,False,False,False,False
8.01,843.7,30.6,77.0,160.6,36.3,2022,4.47,False,False,False,True,False,False,False,True,False,False,False
14.92,1187.9,30.7,47.5,46.2,33.4,2025,2.17,True,False,False,False,False,False,False,False,False,False,False
1.03,1337.4,31.6,76.4,93.4,59.0,2021,7.31,False,False,False,False,False,True,False,False,True,False,False
19.26,1763.0,20.3,54.0,279.5,54.0,2023,2.03,False,False,False,False,False,False,False,False,True,False,False
19.52,564.6,19.5,46.7,59.5,34.9,2021,2.03,False,False,False,False,False,False,False,False,False,False,False
5.5,802.3,23.0,80.0,122.7,17.8,2016,3.51,False,False,True,False,False,False,False,False,False,False,True
3.95,671.9,25.5,60.3,133.2,46.7,2022,3.26,False,False,False,False,False,False,True,False,False,True,False
9.8,1600.9,19.4,80.4,254.9,42.4,2015,1.95,False,False,False,False,True,False,False,False,False,False,True
2.73,785.1,23.7,65.7,107.6,59.5,2015,3.7,False,False,True,False,False,False,False,False,False,False,True
17.24,1200.5,26.8,44.7,249.0,10.1,2015,3.21,False,True,False,False,False,False,False,False,True,False,False
3.48,1562.0,24.0,71.5,191.4,17.0,2016,2.48,True,False,False,False,False,False,False,False,True,False,False
19.95,717.0,28.3,80.5,275.3,50.1,2020,5.44,False,False,False,True,False,False,False,False,True,False,False
4.19,1224.7,31.1,59.7,139.5,26.7,2020,4.64,False,False,False,True,False,False,False,False,True,False,False
18.26,821.2,25.1,47.4,201.0,16.3,2019,1.92,True,False,False,False,False,False,False,False,False,True,False
2.16,827.7,20.2,50.0,104.8,59.7,2023,1.89,False,False,False,False,False,False,False,False,False,True,False
19.8,1505.6,23.7,67.2,129.4,34.8,2020,4.02,False,False,False,True,False,False,False,False,False,False,False
12.35,489.6,31.0,54.0,177.7,46.5,2018,8.28,False,False,False,False,False,True,False,False,False,False,False
2.9,1336.8,22.3,80.8,238.7,57.0,2024,4.83,False,False,True,False,False,False,False,False,True,False,False
18.77,1788.6,20.8,51.8,249.6,42.5,2024,7.03,False,False,False,False,False,True,False,False,False,False,True
14.37,924.8,27.1,47.1,257.5,49.0,2022,4.83,False,False,False,True,False,False,False,True,False,False,False
2.71,764.0,21.5,66.3,126.3,37.6,2017,4.24,False,False,False,True,False,False,False,False,True,False,False
14.62,1690.4,31.5,56.2,78.4,42.9,2017,7.16,False,False,False,False,False,True,False,False,True,False,False
19.25,954.3,33.1,59.8,127.5,20.7,2017,7.9,False,False,False,False,False,True,False,False,True,False,False
16.05,1746.9,28.4,48.7,220.3,55.9,2020,2.4,False,True,False,False,False,False,False,False,False,True,False
8.19,1440.9,22.7,48.9,286.7,57.0,2021,5.0,False,False,True,False,False,False,False,False,True,False,False
4.46,879.6,30.9,70.6,67.1,30.8,2020,3.61,False,False,False,True,False,False,False,False,False,True,False
4.19,1645.2,19.4,75.4,156.1,17.4,2018,6.46,False,False,False,False,False,True,False,False,False,False,True
7.66,1512.5,29.5,42.4,230.5,58.2,2021,3.69,False,False,False,False,False,False,True,False,False,False,False
2.93,1097.3,31.8,72.5,82.3,6.3,2015,2.2,False,True,False,False,False,False,False,True,False,False,False
1.38,802.5,19.7,57.1,81.8,6.4,2016,1.59,False,False,False,False,True,False,False,False,False,False,False
14.39,1032.3,28.5,70.4,80.8,7.9,2018,2.49,False,False,False,False,False,False,False,False,False,False,False
8.78,1198.1,32.8,67.0,117.3,7.6,2021,1.52,True,False,False,False,False,False,False,False,False,False,True
2.04,455.2,19.4,81.2,164.9,7.6,2018,3.53,False,False,True,False,False,False,False,False,False,True,False
13.13,1769.0,25.6,45.8,162.4,53.9,2019,4.17,False,False,True,False,False,False,False,False,False,False,False
8.05,965.0,21.0,42.2,160.9,15.1,2019,4.4,False,False,True,False,False,False,False,False,False,False,False
3.87,1390.2,19.5,73.4,147.6,45.9,2018,3.54,False,False,False,True,False,False,False,False,False,True,False
19.35,1377.5,33.0,68.6,163.8,6.6,2015,2.23,False,True,False,False,False,False,False,True,False,False,False
3.29,1472.2,20.8,89.2,250.2,9.3,2021,4.57,False,False,True,False,False,False,False,True,False,False,False
19.95,1296.8,31.3,52.9,62.6,34.3,2023,2.15,True,False,False,False,False,False,False,False,True,False,False
17.28,1151.6,32.7,40.6,192.8,47.3,2016,7.95,False,False,False,False,False,True,False,False,False,True,False
18.57,1209.6,19.6,54.3,268.8,52.9,2019,3.88,False,False,False,False,False,False,True,False,False,True,False
13.44,1222.2,25.6,48.6,77.4,37.3,2021,2.66,False,True,False,False,False,False,False,False,False,False,False
14.12,516.5,25.6,53.4,45.3,49.4,2019,6.07,False,False,False,False,False,True,False,False,False,False,True
6.33,1113.7,29.1,44.9,74.9,58.5,2022,1.85,False,False,False,False,True,False,False,True,False,False,False
12.49,570.5,25.1,85.7,232.6,46.1,2020,2.57,False,True,False,False,False,False,False,False,False,False,False
10.79,664.6,23.0,65.3,242.9,32.4,2024,4.76,False,False,False,True,False,False,False,True,False,False,False
16.9,786.8,25.3,85.9,111.2,49.8,2023,2.14,True,False,False,False,False,False,False,True,False,False,False
13.07,617.2,18.5,58.6,156.0,57.7,2022,2.08,False,True,False,False,False,False,False,False,False,True,False
16.92,799.2,31.3,44.5,140.5,11.4,2024,4.06,False,False,True,False,False,False,False,False,True,False,False
17.29,1324.0,28.8,53.5,173.5,52.1,2025,2.73,True,False,False,False,False,False,False,False,False,False,False
12.42,461.4,22.0,80.3,225.3,43.1,2019,3.72,False,False,True,False,False,False,False,False,False,False,True
18.01,1599.6,25.3,50.9,216.1,49.8,2021,2.2,False,True,False,False,False,False,False,False,False,False,True
11.67,1251.6,22.5,74.2,56.6,59.3,2025,7.25,False,False,False,False,False,True,False,False,False,False,False
17.37,802.5,29.4,84.6,89.0,32.0,2018,6.77,False,False,False,False,False,True,False,False,False,False,True
13.55,1369.0,29.5,72.8,107.5,26.3,2021,1.77,False,True,False,False,False,False,False,False,False,False,True
12.08,1792.9,31.1,57.2,218.4,39.0,2022,4.41,False,False,False,True,False,False,False,True,False,False,False
17.06,1584.9,32.0,49.1,162.4,45.0,2023,1.87,False,False,False,False,True,False,False,False,True,False,False
18.99,1664.4,28.5,51.1,233.5,19.8,2020,4.03,False,False,True,False,False,False,False,True,False,False,False
17.17,1085.2,31.9,69.2,58.5,53.6,2023,1.96,False,False,False,False,False,False,False,False,False,True,False
17.48,965.3,22.8,42.7,75.7,13.6,2021,3.62,False,False,False,False,False,False,True,True,False,False,False
3.72,1614.2,20.9,44.0,204.1,12.3,2025,1.83,False,False,False,False,False,False,False,False,False,False,True
1.09,819.3,30.2,48.4,167.3,46.3,2016,4.43,False,False,False,True,False,False,False,True,False,False,False
8.66,1753.2,24.1,41.9,230.0,57.1,2020,2.62,False,True,False,False,False,False,False,True,False,False,False
1.34,455.6,29.7,51.3,121.1,8.0,2023,1.69,True,False,False,False,False,False,False,False,False,False,True
6.67,842.6,29.6,69.8,152.8,41.8,2017,3.69,False,False,False,True,False,False,False,False,False,False,True
19.93,1111.7,30.0,48.2,45.0,15.0,2017,7.26,False,False,False,False,False,True,False,False,False,False,False
3.34,1410.0,30.7,58.8,240.5,38.1,2024,3.86,False,False,True,False,False,False,False,False,False,False,True
13.58,1332.3,18.3,74.5,155.5,9.2,2019,4.12,False,False,False,True,False,False,False,False,False,False,False
6.72,1343.2,28.6,53.5,222.2,26.3,2016,4.38,False,False,False,True,False,False,False,False,False,True,False
6.37,1509.4,26.0,70.5,256.2,58.4,2020,3.4,False,False,False,False,False,False,True,False,False,False,True
11.41,1679.0,29.0,64.0,40.7,41.0,2016,3.24,False,False,False,True,False,False,False,True,False,False,False
3.83,571.6,26.2,76.2,275.2,39.4,2022,2.7,False,False,False,False,False,False,False,False,True,False,False
1.95,1547.8,32.0,82.6,248.4,20.1,2016,1.96,False,False,False,False,False,False,False,False,False,False,True
17.17,1651.9,18.2,46.9,125.5,53.9,2024,3.08,False,False,False,False,False,False,True,True,False,False,False
16.48,696.9,24.4,88.1,257.3,42.0,2022,8.33,False,False,False,False,False,True,False,False,False,False,True
13.33,1525.8,19.8,74.8,295.2,51.0,2016,2.57,False,True,False,False,False,False,False,False,True,False,False
4.44,962.7,23.7,41.4,165.6,30.3,2021,2.33,False,False,False,False,False,False,False,True,False,False,False
1.87,803.2,23.0,75.2,239.6,35.4,2024,2.34,False,False,False,False,False,False,False,False,False,True,False
10.86,1379.1,27.9,61.6,165.3,40.5,2025,8.5,False,False,False,False,False,True,False,True,False,False,False
3.82,1565.7,32.3,70.6,207.3,11.1,2022,2.78,False,True,False,False,False,False,False,False,True,False,False
15.28,882.9,23.3,53.9,97.9,39.3,2021,2.9,False,False,False,False,False,False,True,False,False,True,False
2.5,1049.7,27.2,44.4,156.2,8.9,2022,2.38,True,False,False,False,False,False,False,False,False,False,False
8.83,1202.1,18.0,44.5,290.4,39.0,2023,2.57,False,True,False,False,False,False,False,False,False,True,False
13.44,1065.9,23.5,81.3,259.5,21.3,2024,2.35,True,False,False,False,False,False,False,True,False,False,False
14.6,603.9,30.1,51.1,132.3,38.8,2019,6.54,False,False,False,False,False,True,False,False,False,False,True
14.34,511.8,20.6,47.0,67.8,37.4,2018,7.33,False,False,False,False,False,True,False,False,False,False,False
9.68,1504.9,29.5,45.4,52.1,38.7,2025,2.16,True,False,False,False,False,False,False,False,False,False,False
15.67,1058.2,28.5,87.8,290.6,2.3,2015,3.97,False,False,False,False,False,False,True,True,False,False,False
18.56,1504.5,32.6,74.6,229.9,9.4,2021,2.13,False,False,False,False,False,False,False,True,False,False,False
10.58,969.3,33.7,85.8,111.1,57.9,2019,7.51,False,False,False,False,False,True,False,True,False,False,False
12.45,1646.7,26.2,82.2,263.8,43.3,2023,2.57,False,True,False,False,False,False,False,False,False,True,False
4.82,1292.6,22.6,57.3,295.1,39.7,2017,2.24,True,False,False,False,False,False,False,True,False,False,False
14.5,1477.0,27.0,69.1,215.3,53.8,2023,8.83,False,False,False,False,False,True,False,False,False,False,False
17.67,1020.2,18.2,45.3,77.8,40.9,2018,1.85,False,False,False,False,True,False,False,False,False,False,False
13.98,647.7,19.0,79.2,235.9,3.9,2022,2.46,False,False,False,False,True,False,False,True,False,False,False
12.71,1362.0,27.0,51.2,141.1,31.6,2019,3.28,False,False,False,False,False,False,True,False,False,True,False
8.36,1741.5,33.6,55.6,54.0,45.1,2018,1.78,False,True,False,False,False,False,False,False,False,True,False
16.77,1680.5,29.3,72.4,182.1,37.0,2018,1.94,False,False,False,False,False,False,False,False,False,True,False
4.55,684.6,26.2,58.9,112.6,17.3,2017,3.58,False,False,False,False,False,False,True,False,False,False,False
1.11,1079.5,33.0,42.0,195.2,46.9,2025,1.67,False,False,False,False,True,False,False,False,False,False,True
16.01,1192.7,19.2,75.4,97.2,12.7,2016,1.67,False,False,False,False,False,False,False,False,False,True,False
8.9,1175.0,19.5,51.1,212.5,21.2,2019,4.34,False,False,True,False,False,False,False,True,False,False,False
19.94,1562.0,33.7,40.4,155.9,54.5,2024,2.03,False,False,False,False,False,False,False,False,False,False,True
19.22,1371.4,23.1,85.8,140.3,33.3,2019,2.47,True,False,False,False,False,False,False,False,True,False,False
10.77,1136.8,25.8,54.8,123.3,6.8,2016,7.97,False,False,False,False,False,True,False,True,False,False,False
19.46,1494.0,26.5,71.3,214.3,46.9,2025,4.17,False,False,True,False,False,False,False,True,False,False,False
13.28,1718.7,30.0,47.7,226.4,4.2,2016,2.59,False,True,False,False,False,False,False,False,False,False,False
4.38,790.1,19.1,81.1,146.0,28.2,2021,3.59,False,False,False,True,False,False,False,False,False,False,True
11.16,1315.9,27.9,77.8,51.8,51.2,2020,2.93,False,False,False,False,False,False,True,False,False,True,False
6.51,1375.9,27.7,54.1,139.2,49.7,2015,3.32,False,False,False,False,False,False,True,False,False,False,False
15.19,1525.6,31.6,54.7,117.5,53.4,2025,3.66,False,False,True,False,False,False,False,True,False,False,False
19.19,465.1,32.0,47.1,41.3,36.6,2023,6.78,False,False,False,False,False,True,False,False,True,False,False
15.22,1669.8,23.5,60.6,77.0,12.7,2024,1.78,True,False,False,False,False,False,False,False,False,True,False
4.69,694.8,30.8,82.6,159.9,33.9,2019,1.84,False,False,False,False,True,False,False,False,False,True,False
14.79,1107.7,23.3,46.4,66.0,37.9,2018,1.87,True,False,False,False,False,False,False,True,False,False,False
10.23,893.3,28.6,74.7,187.0,23.1,2020,8.65,False,False,False,False,False,True,False,True,False,False,False
5.68,749.1,29.8,61.8,74.9,44.5,2022,6.29,False,False,False,False,False,True,False,False,False,False,True
9.46,1495.9,25.8,45.4,61.3,18.3,2017,1.84,False,False,False,False,False,False,False,False,False,True,False
14.82,1654.3,31.6,71.6,190.5,46.6,2018,3.22,False,False,False,False,False,False,True,False,False,True,False
11.48,1183.7,34.0,63.6,135.1,15.0,2024,4.02,False,False,False,True,False,False,False,True,False,False,False
10.52,572.2,23.8,40.5,260.5,48.8,2024,2.2,False,False,False,False,False,False,False,True,False,False,False
15.39,639.5,20.5,68.3,211.4,58.1,2022,4.07,False,False,True,False,False,False,False,False,False,True,False
5.4,806.9,21.7,73.4,276.0,23.0,2022,2.31,False,False,False,False,False,False,False,False,False,True,False
17.75,503.9,28.4,45.2,204.7,17.9,2019,1.89,False,False,False,False,False,False,False,False,False,True,False
13.42,943.2,28.5,81.8,105.4,58.4,2018,2.12,False,True,False,False,False,False,False,False,False,True,False
7.71,1621.4,25.8,64.1,41.7,53.2,2022,1.94,False,True,False,False,False,False,False,False,False,True,False
5.02,702.3,23.8,75.9,211.9,26.0,2020,2.34,False,False,False,False,True,False,False,False,True,False,False
10.15,1096.4,21.4,48.1,45.8,4.5,2024,3.09,False,False,False,False,False,False,True,False,False,False,False
17.93,648.3,20.7,86.1,289.1,36.8,2024,4.48,False,False,False,True,False,False,False,False,False,True,False
17.69,1432.8,31.1,87.4,156.8,59.6,2022,4.24,False,False,False,True,False,False,False,True,False,False,False
16.1,1557.6,20.9,73.0,83.6,41.8,2022,3.35,False,False,True,False,False,False,False,False,False,False,True
5.37,970.4,19.7,50.1,217.9,49.9,2024,3.86,False,False,False,False,False,False,True,False,False,True,False
17.68,1167.4,30.0,44.7,274.5,33.3,2015,4.99,False,False,False,True,False,False,False,True,False,False,False
10.92,950.0,18.7,66.5,284.0,30.0,2021,2.59,False,True,False,False,False,False,False,True,False,False,False
9.08,793.6,30.3,85.5,113.6,52.9,2021,3.78,False,False,False,False,False,False,True,False,True,False,False
4.59,1407.4,30.6,68.9,175.1,23.8,2018,2.06,False,False,False,False,True,False,False,False,True,False,False
3.03,1025.2,27.4,53.1,150.1,23.2,2019,7.82,False,False,False,False,False,True,False,False,False,True,False
15.34,1007.9,30.5,64.1,185.4,30.1,2019,1.99,False,True,False,False,False,False,False,False,False,False,True
14.98,1604.2,28.5,77.4,243.6,57.1,2016,2.52,False,True,False,False,False,False,False,False,False,False,False
10.66,1511.2,30.8,70.7,81.8,57.9,2015,2.13,True,False,False,False,False,False,False,False,True,False,False
18.59,1037.8,19.0,51.1,198.3,44.0,2021,2.06,False,False,False,False,False,False,False,False,True,False,False
14.52,1256.6,33.1,81.0,154.1,13.7,2025,2.23,False,False,False,False,True,False,False,False,False,False,False
1.64,1259.3,26.3,51.6,215.2,22.9,2025,2.32,True,False,False,False,False,False,False,True,False,False,False
19.54,567.2,22.4,60.0,145.4,13.6,2015,4.2,False,False,False,True,False,False,False,False,False,False,False
11.44,1430.3,26.9,69.1,290.5,18.0,2024,3.45,False,False,False,False,False,False,True,False,False,False,True
9.64,995.3,18.1,48.8,67.7,6.2,2019,1.84,True,False,False,False,False,False,False,False,False,True,False
17.65,1547.7,27.2,74.7,186.4,46.7,2020,2.18,False,False,False,False,True,False,False,False,False,False,False
13.95,1660.3,31.8,64.1,57.6,38.8,2018,1.45,False,False,False,False,False,False,False,False,False,False,True
8.84,926.7,26.6,75.0,104.5,7.4,2025,6.75,False,False,False,False,False,True,False,False,False,False,True
2.44,1707.4,25.6,57.7,110.0,56.9,2025,7.04,False,False,False,False,False,True,False,False,False,True,False
5.46,776.8,22.2,51.5,257.4,22.6,2016,2.45,True,False,False,False,False,False,False,True,False,False,False
18.48,1362.3,28.6,70.7,289.1,51.2,2020,3.68,False,False,False,False,False,False,True,False,False,True,False
10.33,1778.9,32.7,54.0,235.0,9.4,2023,1.87,False,False,False,False,True,False,False,True,False,False,False
10.09,1180.0,26.0,59.7,158.9,9.0,2023,2.22,False,True,False,False,False,False,False,True,False,False,False
13.81,962.2,19.6,58.1,88.7,17.2,2019,3.5,False,False,False,True,False,False,False,False,False,False,True
19.21,913.2,20.9,61.2,222.2,23.6,2021,2.39,False,False,False,False,False,False,False,False,False,False,False
19.61,1376.1,31.0,76.0,184.4,51.7,2018,4.17,False,False,True,False,False,False,False,True,False,False,False
16.2,1447.0,25.6,40.5,169.9,59.7,2025,3.92,False,False,True,False,False,False,False,False,False,False,False
6.7,1208.9,27.1,59.9,55.6,49.2,2022,1.83,False,False,False,False,False,False,False,True,False,False,False
9.55,901.8,23.8,68.0,129.5,25.9,2020,3.38,False,False,False,False,False,False,True,False,False,False,True
11.96,1327.3,26.6,89.0,132.3,41.0,2022,1.56,True,False,False,False,False,False,False,False,False,False,True
17.9,964.4,22.6,71.6,265.7,39.2,2020,2.26,False,False,False,False,False,False,False,True,False,False,False
17.13,546.3,20.6,51.4,209.8,43.2,2024,2.3,False,True,False,False,False,False,False,False,False,False,True
6.15,1050.6,31.8,58.2,175.4,28.1,2017,2.42,False,True,False,False,False,False,False,False,False,True,False
13.58,1719.6,29.2,44.0,143.2,7.5,2022,2.07,True,False,False,False,False,False,False,True,False,False,False
1.5,986.0,30.2,44.2,200.7,6.9,2021,3.99,False,False,False,True,False,False,False,False,False,False,True
9.42,620.7,26.4,48.5,212.5,51.9,2020,2.41,False,False,False,False,True,False,False,False,True,False,False
9.88,1625.7,33.0,67.4,292.1,42.5,2017,2.08,False,False,False,False,False,False,False,True,False,False,False
10.95,1313.4,23.0,57.4,99.1,7.2,2019,2.02,False,True,False,False,False,False,False,False,False,True,False
8.83,660.2,18.2,66.2,129.4,29.2,2015,7.39,False,False,False,False,False,True,False,True,False,False,False
6.69,1483.9,30.8,69.9,182.5,12.9,2023,2.03,False,False,False,False,False,False,False,False,True,False,False
8.5,670.4,29.8,59.5,97.4,6.6,2025,2.3,False,True,False,False,False,False,False,False,False,False,False
6.41,1453.0,30.9,60.6,87.4,18.8,2025,2.17,False,False,False,False,True,False,False,False,True,False,False
12.74,817.4,28.0,49.4,79.6,58.2,2015,2.08,False,False,False,False,False,False,False,False,True,False,False
3.38,1041.9,18.1,44.5,168.3,21.8,2019,2.24,False,False,False,False,True,False,False,False,True,False,False
19.96,1076.0,30.7,56.5,54.6,47.0,2016,1.75,False,False,False,False,False,False,False,True,False,False,False
16.53,1568.1,20.0,78.4,140.0,58.5,2018,1.82,False,False,False,False,True,False,False,True,False,False,False
4.78,1442.7,19.5,73.3,162.9,41.5,2019,4.17,False,False,False,True,False,False,False,True,False,False,False
15.15,1191.9,20.0,64.1,91.7,53.5,2025,3.34,False,False,False,True,False,False,False,False,False,False,True
19.49,768.6,24.9,40.8,192.0,25.0,2018,2.12,True,False,False,False,False,False,False,False,False,False,True
14.08,659.2,30.3,52.4,63.8,37.9,2025,1.9,False,False,False,False,False,False,False,False,False,False,False
2.14,1320.2,29.2,79.6,166.8,20.4,2023,4.31,False,False,False,True,False,False,False,True,False,False,False
14.93,478.8,24.0,76.2,273.7,30.1,2022,1.78,False,False,False,False,False,False,False,False,False,False,True
11.31,1111.6,27.1,67.2,230.4,18.0,2024,2.2,False,False,False,False,True,False,False,False,False,False,True
11.09,1056.7,31.1,67.1,40.2,39.0,2021,3.03,False,False,False,False,False,False,True,False,False,False,False
17.78,1286.6,23.8,71.0,227.5,40.2,2023,3.93,False,False,True,False,False,False,False,False,False,False,True
15.55,658.1,22.5,60.5,68.7,32.3,2016,1.52,False,False,False,False,False,False,False,False,False,False,True
16.87,625.2,32.0,50.1,89.8,3.8,2025,4.02,False,False,False,True,False,False,False,False,False,False,False
1.93,748.0,29.5,40.7,210.5,55.8,2016,1.92,False,False,False,False,True,False,False,True,False,False,False
16.22,531.9,26.9,86.9,253.7,48.1,2015,2.49,False,False,False,False,False,False,False,False,False,False,False
14.95,1576.5,19.2,50.8,65.3,44.1,2023,3.22,False,False,False,True,False,False,False,False,False,True,False
4.6,1160.4,22.0,71.3,185.2,34.4,2016,2.55,False,True,False,False,False,False,False,True,False,False,False
14.35,1026.6,19.7,79.6,144.4,21.6,2017,1.79,False,False,False,False,False,False,False,False,False,True,False
18.74,1668.4,26.8,89.8,147.2,38.7,2020,1.58,False,False,False,False,False,False,False,False,False,False,True
8.13,1192.8,29.9,58.0,156.3,25.0,2015,2.16,True,False,False,False,False,False,False,False,False,False,False
12.32,1148.8,33.9,55.1,295.9,14.5,2020,2.34,False,False,False,False,True,False,False,False,False,False,True
18.46,1140.2,27.1,68.6,49.8,22.6,2017,1.93,False,False,False,False,True,False,False,False,True,False,False
7.97,1235.9,21.7,80.6,188.3,35.0,2018,2.18,False,False,False,False,True,False,False,False,True,False,False
4.29,1564.7,29.0,68.8,194.8,19.4,2024,1.96,False,False,False,False,False,False,False,False,True,False,False
2.49,525.5,30.3,57.4,148.3,52.3,2018,2.39,False,True,False,False,False,False,False,False,False,False,False
13.04,1303.5,18.9,66.2,180.4,10.7,2023,3.38,False,False,False,True,False,False,False,False,False,False,True
3.91,1359.4,34.0,88.6,189.6,7.2,2021,2.08,True,False,False,False,False,False,False,False,False,True,False
7.39,1092.4,29.9,67.4,62.1,31.1,2017,3.34,False,False,True,False,False,False,False,False,False,False,True
10.14,717.4,24.3,68.6,200.2,44.7,2018,4.11,False,False,True,False,False,False,False,False,False,True,False
7.14,1697.6,19.4,73.6,135.0,13.0,2020,2.39,False,True,False,False,False,False,False,False,False,False,False
15.62,678.5,23.6,81.1,202.0,27.5,2018,4.68,False,False,False,True,False,False,False,False,False,False,False
3.14,523.6,33.2,86.3,43.6,42.2,2016,2.68,False,False,False,False,False,False,True,False,False,False,True
9.55,480.7,21.3,66.9,182.1,45.5,2023,1.7,False,False,False,False,True,False,False,True,False,False,False
14.21,1352.2,24.0,85.3,51.3,11.9,2019,3.34,False,False,True,False,False,False,False,False,False,True,False
15.99,1284.3,18.8,72.7,57.3,40.3,2025,2.14,True,False,False,False,False,False,False,False,True,False,False
1.36,1621.0,28.4,51.6,172.2,43.2,2020,3.35,False,False,False,False,False,False,True,False,False,False,False
